project_id,start_date,end_date,planned_duration,planned_budget,actual_budget,budget_overrun_pct,team_size,priority,department,program_type,risk_level,complexity,manager_experience,scope_changes,delayed_tasks,resource_utilization_pct,schedule_overrun_pct,success,ROI,customer_satisfaction
PRJ-1624,2022-05-08,2022-06-25,48,3592585.2,4760571.94,32.51,32,Medium,Finance,Cost Reduction,3.87,7.61,7,1,2,92.18,53.2,0,-12.69,2.33
PRJ-1625,2021-09-19,2022-05-31,254,112113.59,110141.58,-1.76,39,High,Operations,System Upgrade,3.06,2.04,9,2,3,100.48,24.72,1,24.11,3.8
PRJ-1626,2022-10-18,2023-09-15,332,1426989.4,1841407.91,29.04,36,Medium,IT,Process Improvement,4.81,5.74,14,1,8,63.27,33.59,1,14.72,2.59
PRJ-1627,2020-07-28,2021-04-09,255,4925917.53,6264077.73,27.17,9,Medium,Operations,Cost Reduction,4.01,1.8,1,2,4,81.25,24.66,0,-14.58,2.02
PRJ-1628,2021-04-28,2021-12-27,243,1806962.72,1603204.68,-11.28,6,High,HR,Process Improvement,5.36,6.38,11,6,2,86.49,63.49,1,28.36,3.26
PRJ-1629,2021-09-09,2022-05-28,261,4214476.34,4530278.34,7.49,36,Medium,Finance,System Upgrade,4.08,6.11,20,2,6,64.21,44.73,0,-21.28,2.07
PRJ-1630,2020-08-02,2021-03-26,236,2893961.69,3119394.75,7.79,15,Low,Marketing,System Upgrade,1.02,3.74,11,2,1,69.3,19.71,1,28.36,3.71
PRJ-1631,2022-10-11,2023-05-29,230,4500490.35,4641898.2,3.14,47,Medium,IT,System Upgrade,5.98,6.85,20,2,5,81.69,58.39,1,15.81,2.21
PRJ-1632,2021-01-19,2021-12-28,343,4368976.56,4220565.05,-3.4,3,High,IT,System Upgrade,5.04,6.12,14,1,7,66.78,38.12,0,-10.07,2.15
PRJ-1633,2022-12-24,2023-05-04,131,2554726.41,2535570.57,-0.75,22,Medium,Marketing,New Product Launch,1.53,4.57,3,6,0,87.32,32.88,0,-5.87,1.0
PRJ-1634,2022-03-24,2022-10-19,209,806609.0,860933.0,6.73,36,High,Operations,Compliance,3.05,5.92,14,2,2,104.6,42.91,0,-13.4,1.14
PRJ-1635,2022-01-13,2022-04-08,85,2709180.49,3750314.6,38.43,17,Medium,Marketing,System Upgrade,4.71,4.73,16,2,2,87.98,41.1,0,-4.79,2.2
PRJ-1636,2021-09-04,2021-11-24,81,4348903.44,5879303.43,35.19,48,Low,Finance,Process Improvement,1.0,7.49,20,6,2,93.39,38.66,0,-10.66,1.09
PRJ-1637,2020-10-25,2020-12-14,50,4872723.4,5745659.96,17.91,18,Medium,Operations,Compliance,8.1,3.74,5,2,6,88.28,18.14,0,-21.11,3.49
PRJ-1638,2021-07-15,2022-05-12,301,133800.29,84824.36,-36.6,14,Medium,Finance,Cost Reduction,5.56,2.79,4,1,6,75.42,54.45,0,-22.75,2.03
PRJ-1639,2021-11-26,2021-12-28,32,3344504.12,4599904.93,37.54,9,High,Operations,Compliance,7.69,5.72,13,1,6,73.27,63.46,0,-11.9,1.85
PRJ-1640,2020-02-22,2020-11-14,266,3466543.34,3053055.23,-11.93,21,Medium,Marketing,Process Improvement,8.49,1.7,7,2,4,86.75,41.24,0,-6.44,1.59
PRJ-1641,2021-09-30,2022-02-05,128,1440640.32,1479826.73,2.72,16,Medium,IT,New Product Launch,3.21,4.86,1,2,4,74.07,29.24,0,-24.42,2.39
PRJ-1642,2020-11-22,2021-11-21,364,4618854.15,5858055.63,26.83,35,High,HR,Cost Reduction,3.65,3.8,13,3,2,97.35,27.52,0,-15.1,2.57
PRJ-1643,2020-11-17,2021-03-04,107,4636565.64,5023519.28,8.35,5,High,IT,New Product Launch,4.18,7.1,4,1,2,67.66,22.87,0,-20.54,2.56
PRJ-1644,2021-08-19,2022-08-02,348,4368427.9,3851350.57,-11.84,40,Medium,Finance,System Upgrade,4.23,1.9,12,2,3,100.05,48.15,1,13.34,2.78
PRJ-1645,2022-06-27,2023-03-01,247,4266605.41,4101469.35,-3.87,15,Medium,Finance,New Product Launch,7.15,6.74,11,2,7,74.09,56.69,1,29.58,2.67
PRJ-1646,2020-08-01,2021-03-29,240,2544630.61,3231621.47,27.0,35,Medium,HR,Compliance,4.81,6.67,17,1,4,90.31,42.47,1,24.5,3.96
PRJ-1647,2021-12-31,2022-06-17,168,4598321.64,3628729.96,-21.09,41,High,HR,System Upgrade,4.61,5.58,17,3,1,98.58,54.67,0,-10.11,1.04
PRJ-1648,2022-05-17,2022-08-09,84,3890514.12,5388857.16,38.51,45,High,HR,Cost Reduction,4.61,7.19,2,1,2,83.54,49.61,0,-16.54,1.74
PRJ-1649,2020-12-24,2021-06-09,167,263954.6,281394.73,6.61,26,Medium,Finance,Compliance,5.37,6.96,8,1,3,67.9,60.11,0,-16.95,2.76
PRJ-1650,2020-12-12,2021-03-12,90,1552246.83,2223312.63,43.23,24,Medium,IT,Process Improvement,6.33,3.62,3,3,6,84.47,54.27,0,-21.56,1.68
PRJ-1651,2022-10-30,2023-10-27,362,226588.36,210197.27,-7.23,6,Low,Operations,System Upgrade,1.01,3.39,17,2,5,98.2,31.54,1,29.6,3.27
PRJ-1652,2020-12-29,2021-08-04,218,643426.15,539971.0,-16.08,14,Medium,Finance,Compliance,6.45,5.69,15,3,7,78.53,54.62,1,13.21,2.66
PRJ-1653,2021-04-23,2022-01-20,272,587349.02,730937.16,24.45,41,Low,Marketing,Process Improvement,5.47,4.8,16,2,3,76.13,38.93,0,-13.74,1.73
PRJ-1654,2020-05-03,2021-03-05,306,1455391.13,1294372.49,-11.06,27,Medium,Operations,Compliance,3.36,5.31,13,1,3,94.5,9.47,0,-18.17,2.75
PRJ-1655,2021-10-27,2022-07-24,270,2656252.3,3261486.52,22.79,18,High,IT,Process Improvement,3.95,2.1,12,3,0,80.94,22.6,0,-7.09,2.35
PRJ-1656,2020-01-08,2020-09-05,241,2316177.57,2976202.04,28.5,49,Medium,Operations,Compliance,1.24,7.77,1,2,3,80.91,33.71,0,-20.38,2.44
PRJ-1657,2021-03-09,2021-11-12,248,4010783.27,4381962.11,9.25,5,Medium,HR,Compliance,4.99,2.82,20,3,2,68.9,52.08,1,18.5,1.69
PRJ-1658,2021-06-05,2022-02-17,257,1511022.39,1125407.23,-25.52,45,High,HR,System Upgrade,7.82,8.36,1,3,8,61.56,65.11,0,-12.74,1.0
PRJ-1659,2020-02-17,2020-09-19,215,1709156.49,2013691.45,17.82,18,High,HR,System Upgrade,5.69,4.33,19,0,5,85.37,37.66,1,22.7,2.83
PRJ-1660,2022-04-20,2022-06-21,62,2357266.9,3005855.33,27.51,18,Medium,HR,Compliance,3.52,4.55,12,1,0,67.7,32.7,1,11.06,3.04
PRJ-1661,2022-11-27,2023-10-20,327,3364822.75,4960716.51,47.43,44,Medium,HR,System Upgrade,4.59,6.44,6,1,8,76.16,51.26,0,-18.17,1.29
PRJ-1662,2020-04-26,2021-04-25,364,250571.65,311780.79,24.43,39,Medium,IT,System Upgrade,5.89,7.2,16,4,4,95.28,41.48,0,-10.73,1.74
PRJ-1663,2020-10-15,2021-04-17,184,2519986.96,3399276.71,34.89,48,Medium,IT,Cost Reduction,6.69,3.2,11,1,6,80.69,20.1,0,-5.6,1.94
PRJ-1664,2020-08-13,2021-07-03,324,860362.78,941966.99,9.48,16,Medium,IT,Compliance,3.84,5.47,13,2,1,85.57,38.86,0,-14.63,1.0
PRJ-1665,2020-11-25,2021-03-01,96,105543.41,99362.81,-5.86,29,Medium,HR,Compliance,1.96,5.77,17,1,2,85.01,29.09,0,-20.68,2.98
PRJ-1666,2020-05-23,2021-04-20,332,4856154.4,6373556.41,31.25,18,High,IT,Compliance,1.84,6.09,10,1,4,98.28,34.54,1,21.75,3.58
PRJ-1667,2022-04-10,2022-09-06,149,4600422.2,5115749.44,11.2,5,Medium,HR,Compliance,2.23,4.99,20,2,1,85.52,31.37,1,29.52,3.61
PRJ-1668,2022-11-12,2023-01-29,78,2419575.89,2255839.8,-6.77,27,Medium,Operations,Process Improvement,3.22,7.67,12,1,2,71.29,42.32,0,-11.22,2.17
PRJ-1669,2020-02-16,2020-06-10,115,4654615.25,6599226.52,41.78,11,Low,Marketing,New Product Launch,2.15,4.58,16,2,2,93.16,40.25,1,17.29,3.89
PRJ-1670,2022-12-24,2023-08-12,231,3882076.12,2632526.31,-32.19,31,Medium,IT,Process Improvement,4.46,1.99,7,1,2,86.46,28.66,0,-21.23,2.22
PRJ-1671,2020-12-09,2021-06-18,191,2899106.77,3199551.03,10.36,10,High,Finance,Cost Reduction,3.71,4.95,18,2,2,80.38,24.37,1,27.03,3.41
PRJ-1672,2021-05-09,2022-02-11,278,3318912.88,3256095.92,-1.89,46,High,Marketing,Cost Reduction,3.73,6.19,2,2,1,67.63,59.59,0,-11.96,1.76
PRJ-1673,2021-05-12,2021-08-06,86,2873726.19,3008907.94,4.7,31,Medium,HR,Cost Reduction,4.23,6.51,3,2,7,84.69,68.2,0,-25.72,1.41
PRJ-1674,2022-03-20,2022-12-02,257,2054322.66,1706180.13,-16.95,49,Low,IT,Process Improvement,6.21,8.72,6,1,3,99.04,50.03,0,-15.55,1.57
PRJ-1675,2020-07-11,2021-01-29,202,592643.68,461605.2,-22.11,10,Medium,HR,System Upgrade,4.16,8.49,20,2,4,79.17,59.61,1,26.68,3.1
PRJ-1676,2022-08-12,2022-12-02,112,68051.18,82121.13,20.68,15,Low,Operations,Compliance,6.56,5.59,17,2,7,83.04,49.6,0,-13.5,1.53
PRJ-1677,2022-06-09,2022-12-26,200,4693060.73,4836085.8,3.05,11,Medium,Marketing,Cost Reduction,5.74,10.0,20,0,6,102.85,57.03,0,-12.95,1.48
PRJ-1678,2022-05-08,2023-02-25,293,2400895.35,3178193.03,32.38,47,Low,Finance,Compliance,8.87,3.45,13,1,7,97.13,55.07,0,-19.94,2.29
PRJ-1679,2020-01-17,2020-08-16,212,1498352.4,1538447.51,2.68,26,Medium,Finance,Compliance,7.48,7.08,6,1,5,91.61,63.0,0,-11.04,1.32
PRJ-1680,2020-11-30,2021-10-08,312,3621494.62,4577735.62,26.4,18,Medium,Marketing,System Upgrade,3.7,5.64,8,3,4,83.9,53.71,1,21.67,2.56
PRJ-1681,2020-10-27,2021-02-21,117,3061073.19,2649443.68,-13.45,6,Medium,Marketing,System Upgrade,5.58,6.02,18,2,4,89.91,54.86,1,11.31,3.18
PRJ-1682,2022-04-12,2022-09-20,161,1267389.21,1501270.31,18.45,33,Medium,Marketing,Cost Reduction,5.65,4.98,13,1,4,94.36,47.63,0,-22.96,1.2
PRJ-1683,2020-09-06,2021-07-19,316,4261986.29,4008730.96,-5.94,26,Medium,Finance,Compliance,4.69,6.27,12,2,5,85.93,43.39,0,-6.46,1.89
PRJ-1684,2020-05-15,2021-03-22,311,412916.44,269306.66,-34.78,31,Low,Finance,System Upgrade,5.06,4.81,2,3,6,63.17,34.54,0,-16.08,1.85
PRJ-1685,2021-04-10,2021-06-27,78,1272758.26,1268546.11,-0.33,30,High,HR,Cost Reduction,6.52,6.34,6,1,4,78.21,37.19,0,-22.0,1.65
PRJ-1686,2021-07-20,2022-06-05,320,4945774.8,5162292.13,4.38,6,Low,Operations,System Upgrade,4.87,4.17,9,3,3,84.17,38.62,0,-20.5,1.81
PRJ-1687,2021-02-13,2021-07-13,150,3811399.58,3833526.04,0.58,4,Low,Marketing,System Upgrade,5.45,5.87,2,2,6,85.2,56.37,0,-19.13,2.25
PRJ-1688,2022-11-21,2022-12-26,35,4253749.7,3403032.21,-20.0,15,High,IT,System Upgrade,3.58,1.44,7,2,5,91.15,42.99,1,34.38,2.9
PRJ-1689,2020-01-31,2021-01-14,349,1149222.61,1200135.68,4.43,4,Low,Finance,Cost Reduction,6.72,4.16,19,1,9,98.37,45.5,0,-5.92,2.42
PRJ-1690,2022-03-12,2022-06-03,83,1090416.26,1093497.46,0.28,30,High,HR,System Upgrade,7.1,6.28,4,3,6,90.35,75.42,0,-10.49,1.86
PRJ-1691,2022-10-21,2023-01-23,94,3820974.83,4509767.41,18.03,27,Low,Finance,Process Improvement,4.12,7.28,8,0,2,90.02,26.21,1,9.13,3.29
PRJ-1692,2022-03-20,2022-05-09,50,1845638.05,1662314.67,-9.93,20,High,HR,Process Improvement,4.12,5.7,10,3,3,93.87,68.13,0,-3.93,1.0
PRJ-1693,2022-05-21,2022-07-19,59,4251503.51,4683104.83,10.15,12,High,HR,Process Improvement,2.23,3.95,4,3,2,92.41,19.16,1,26.22,3.67
PRJ-1694,2021-02-11,2021-11-14,276,4871053.53,4157942.91,-14.64,45,Medium,IT,New Product Launch,4.75,8.88,1,0,5,75.58,57.28,0,-14.3,1.88
PRJ-1695,2020-03-22,2020-05-27,66,3543153.85,4009347.19,13.16,49,Medium,Operations,New Product Launch,1.41,3.9,6,3,1,72.37,31.11,0,-11.69,2.78
PRJ-1696,2021-11-28,2022-03-09,101,4127462.91,5709176.89,38.32,38,Medium,Marketing,New Product Launch,6.3,4.69,12,3,4,71.8,58.23,1,23.0,2.53
PRJ-1697,2022-02-06,2022-07-10,154,3862052.68,3320952.91,-14.01,17,Low,Marketing,Cost Reduction,5.32,2.96,15,0,5,57.17,34.6,1,21.0,3.68
PRJ-1698,2021-09-23,2021-10-27,34,1830201.88,1994208.8,8.96,24,Medium,Operations,Cost Reduction,1.0,5.77,19,5,2,83.66,41.65,0,-11.01,2.23
PRJ-1699,2020-08-01,2020-11-24,115,1904573.43,2246516.24,17.95,17,Medium,Finance,System Upgrade,7.42,7.19,10,3,8,95.18,44.68,0,-12.55,1.86
PRJ-1700,2020-01-25,2020-10-04,253,4664527.11,5763456.71,23.56,7,High,IT,New Product Launch,3.25,2.39,13,5,4,86.29,39.21,1,22.58,3.32
PRJ-1701,2020-08-13,2021-06-03,294,1600956.6,1293615.84,-19.2,32,Medium,Marketing,Compliance,2.3,8.1,9,2,2,92.18,42.03,0,-18.12,1.66
PRJ-1702,2020-02-19,2020-04-14,55,113450.75,105248.85,-7.23,10,Medium,IT,Process Improvement,3.23,4.62,11,0,6,87.91,29.38,0,-13.71,2.87
PRJ-1703,2021-03-22,2021-06-27,97,1757852.3,2139074.29,21.69,19,Medium,Marketing,New Product Launch,8.28,4.56,20,1,2,85.19,62.89,1,19.04,2.52
PRJ-1704,2022-11-19,2023-04-10,142,4294887.98,4441492.95,3.41,4,Low,Operations,Cost Reduction,4.96,6.88,16,1,4,81.92,42.84,0,-16.13,2.37
PRJ-1705,2021-11-26,2022-02-22,88,4372138.47,6713307.91,53.55,4,High,Finance,New Product Launch,1.84,5.66,11,1,2,81.8,16.11,0,-4.39,2.56
PRJ-1706,2020-08-31,2021-04-03,215,2296497.51,2080869.08,-9.39,19,High,HR,Compliance,3.75,4.41,13,2,7,91.66,28.46,0,-9.28,2.26
PRJ-1707,2022-07-28,2023-05-10,286,2062843.53,1865880.94,-9.55,7,High,Finance,System Upgrade,6.76,6.24,13,3,4,79.14,61.3,1,33.23,2.79
PRJ-1708,2020-08-17,2020-11-29,104,1951034.54,2067468.15,5.97,7,Medium,HR,Compliance,9.92,7.29,20,0,11,92.91,72.44,0,-9.61,1.68
PRJ-1709,2020-08-05,2021-03-09,216,1802160.15,2308468.66,28.09,40,Medium,Marketing,Compliance,4.84,3.95,10,2,2,90.06,41.37,0,-13.05,2.02
PRJ-1710,2021-08-06,2022-07-14,342,1515779.8,1487721.34,-1.85,13,Medium,Marketing,New Product Launch,6.34,4.63,13,4,5,99.02,58.89,0,-21.41,1.0
PRJ-1711,2022-08-30,2023-06-23,297,2635035.01,2279455.22,-13.49,18,Medium,Operations,System Upgrade,3.6,5.64,4,2,6,100.74,35.93,0,-18.68,3.16
PRJ-1712,2020-11-01,2021-02-25,116,502511.92,490144.23,-2.46,44,Medium,IT,System Upgrade,2.83,7.38,9,0,3,71.03,41.08,1,7.91,3.14
PRJ-1713,2022-09-23,2023-06-05,255,4260084.44,3989462.74,-6.35,48,Medium,HR,Process Improvement,8.84,5.1,7,4,3,90.54,78.53,0,-13.95,1.11
PRJ-1714,2020-05-29,2020-10-27,151,4818797.22,5314062.11,10.28,19,High,Operations,Cost Reduction,2.09,3.82,10,2,1,79.53,7.39,1,24.35,4.49
PRJ-1715,2020-11-27,2021-11-14,352,1781553.31,1987367.69,11.55,48,Medium,IT,Cost Reduction,4.39,10.0,17,2,2,83.97,61.52,1,29.89,2.6
PRJ-1716,2020-11-15,2021-03-15,120,1485293.69,1552542.45,4.53,19,Medium,Marketing,Process Improvement,7.43,7.09,20,1,2,87.78,66.52,1,20.92,2.71
PRJ-1717,2020-08-14,2021-04-28,257,200067.19,210672.11,5.3,5,Medium,Marketing,New Product Launch,2.52,6.31,2,4,5,83.54,39.07,0,-10.03,2.13
PRJ-1718,2021-03-27,2022-01-24,303,1380930.5,1226385.77,-11.19,22,High,Marketing,Cost Reduction,2.96,3.42,17,3,5,98.89,33.48,0,-11.92,1.81
PRJ-1719,2021-07-13,2021-08-26,44,4017192.49,6179184.4,53.82,36,Medium,Finance,System Upgrade,4.71,5.53,6,3,5,85.26,60.43,0,-9.98,1.64
PRJ-1720,2020-02-24,2020-11-25,275,1185533.1,1374314.16,15.92,44,Medium,HR,New Product Launch,3.76,5.28,2,2,2,97.57,40.77,0,-12.55,1.95
PRJ-1721,2021-09-04,2022-07-09,308,4864318.21,6748605.93,38.74,47,High,Finance,Process Improvement,4.66,8.54,6,2,7,98.1,61.54,0,-8.17,1.0
PRJ-1722,2021-09-13,2022-04-10,209,1606329.63,1311785.71,-18.34,9,High,IT,Cost Reduction,1.0,4.06,14,2,3,73.97,12.1,1,15.47,4.69
PRJ-1723,2020-11-11,2021-03-20,129,2707694.64,3047903.63,12.56,30,Medium,Operations,Compliance,2.96,4.01,8,0,5,80.26,24.99,0,-17.33,2.78
PRJ-1724,2020-05-05,2021-02-10,281,4753111.1,4250311.85,-10.58,30,Low,Finance,New Product Launch,4.74,9.39,4,3,3,97.02,50.81,1,11.67,2.92
PRJ-1725,2020-02-27,2020-11-09,256,3509161.88,4396671.34,25.29,27,Medium,Finance,System Upgrade,3.91,6.65,7,3,3,77.52,46.51,0,-8.65,1.91
PRJ-1726,2021-11-27,2022-05-03,157,2191443.92,1974822.59,-9.88,14,Medium,Marketing,Process Improvement,3.35,8.04,16,3,3,89.38,52.17,1,16.85,3.14
PRJ-1727,2021-05-23,2021-07-19,57,827441.48,838731.21,1.36,49,Medium,Operations,Compliance,4.56,1.59,3,0,1,86.32,31.21,1,1.94,3.22
PRJ-1728,2020-09-02,2021-02-17,168,3121316.47,3429381.28,9.87,36,Medium,HR,Cost Reduction,5.37,3.92,12,3,2,101.31,43.05,0,-4.44,1.72
PRJ-1729,2021-03-30,2021-05-25,56,4865423.66,3782455.72,-22.26,16,Medium,Marketing,Process Improvement,4.3,1.0,1,0,2,88.58,23.34,0,-18.84,2.57
PRJ-1730,2022-11-28,2023-10-13,319,3122505.72,3275365.72,4.9,6,Medium,HR,New Product Launch,3.34,6.55,13,1,5,93.57,38.48,0,-14.4,2.12
PRJ-1731,2022-03-29,2023-01-22,299,1628326.16,2135809.7,31.17,18,Medium,HR,System Upgrade,3.83,7.35,2,2,4,110.42,30.09,0,-23.1,1.69
PRJ-1732,2021-03-11,2021-09-07,180,1102756.73,1477120.81,33.95,8,High,HR,New Product Launch,9.74,4.75,7,0,8,94.76,77.62,0,-8.84,1.3
PRJ-1733,2022-12-29,2023-10-27,302,3957148.9,4921106.87,24.36,10,High,HR,Compliance,7.55,5.87,5,2,6,85.62,62.74,0,-21.7,1.61
PRJ-1734,2022-11-21,2023-07-04,225,2887952.38,3507193.39,21.44,43,High,HR,Process Improvement,5.28,6.82,8,0,1,71.68,38.28,0,-15.86,2.04
PRJ-1735,2022-10-05,2023-03-03,149,2213539.85,2414208.85,9.07,46,High,HR,Cost Reduction,8.27,9.38,14,1,5,86.62,80.0,0,-19.32,1.25
PRJ-1736,2022-08-15,2023-07-14,333,3399087.68,4465937.93,31.39,5,High,Marketing,Compliance,5.21,4.82,19,4,1,90.51,51.29,1,22.87,2.83
PRJ-1737,2021-03-10,2021-11-21,256,222586.24,224693.98,0.95,36,Medium,HR,Cost Reduction,6.06,6.42,19,2,4,88.37,48.48,0,-8.42,2.31
PRJ-1738,2022-03-14,2022-04-23,40,2839580.33,2790252.17,-1.74,32,Low,Operations,Process Improvement,7.09,2.24,15,2,1,91.25,44.65,1,9.11,2.59
PRJ-1739,2020-12-23,2021-08-22,242,229552.51,190989.71,-16.8,32,Medium,Operations,Compliance,1.0,5.8,15,2,1,77.02,32.13,1,27.96,3.32
PRJ-1740,2022-05-05,2022-11-03,182,4856371.09,4589592.38,-5.49,29,High,Operations,System Upgrade,6.52,6.02,7,1,8,84.26,45.87,0,-20.02,2.28
PRJ-1741,2022-03-14,2022-08-13,152,2313440.98,2030966.45,-12.21,31,Medium,Operations,System Upgrade,1.83,3.6,20,0,3,76.93,17.57,1,11.77,4.52
PRJ-1742,2020-05-20,2020-08-15,87,1918364.06,1701181.85,-11.32,28,Low,Marketing,Compliance,6.57,4.68,3,1,8,95.53,67.06,0,-11.04,1.91
PRJ-1743,2022-12-02,2023-09-04,276,2807183.76,3598110.5,28.18,12,High,Operations,System Upgrade,5.14,3.36,14,1,1,91.05,43.09,1,24.38,2.63
PRJ-1744,2021-11-24,2022-10-14,324,2849885.58,3459113.64,21.38,6,Medium,HR,New Product Launch,6.58,9.36,18,2,7,84.87,69.38,1,0.82,2.33
PRJ-1745,2020-01-30,2020-05-14,105,3977930.26,3144149.33,-20.96,22,Low,IT,Cost Reduction,9.72,5.07,7,4,9,91.29,55.55,0,-14.87,2.26
PRJ-1746,2020-12-08,2021-03-09,91,2518191.09,3070851.61,21.95,5,High,Operations,Process Improvement,5.46,3.23,2,3,4,87.88,34.86,0,-17.7,2.5
PRJ-1747,2022-02-18,2022-11-15,270,3002064.26,3547019.19,18.15,11,Medium,Operations,System Upgrade,8.6,3.9,1,2,8,84.04,75.6,0,-22.16,1.0
PRJ-1748,2020-12-31,2021-05-12,132,3215724.74,2858589.04,-11.11,24,Low,Operations,Cost Reduction,4.33,3.24,6,1,3,80.97,24.14,1,17.19,3.02
PRJ-1749,2021-10-18,2022-05-12,206,3211195.73,3361428.23,4.68,26,Low,Operations,Cost Reduction,5.93,2.26,18,0,5,68.82,34.63,0,-11.72,2.01
PRJ-1750,2021-03-14,2021-09-06,176,4926374.81,6462365.4,31.18,20,High,HR,Process Improvement,2.31,3.88,19,2,1,76.2,9.76,0,-13.35,2.99
PRJ-1751,2021-06-27,2021-10-30,125,2222296.66,2059891.36,-7.31,26,Medium,Finance,New Product Launch,9.09,4.69,18,2,5,60.07,72.24,1,18.72,2.59
PRJ-1752,2021-03-20,2021-06-10,82,1524700.01,1609829.33,5.58,11,High,HR,Cost Reduction,9.48,4.88,8,2,6,77.5,59.7,0,-15.14,1.94
PRJ-1753,2020-08-01,2020-11-22,113,785987.74,1046528.99,33.15,35,Medium,Marketing,New Product Launch,7.63,4.39,8,1,1,88.6,66.13,0,-11.86,1.62
PRJ-1754,2022-09-18,2023-08-27,343,429860.59,587677.82,36.71,17,Medium,Finance,Cost Reduction,6.91,3.2,9,0,5,90.33,37.29,0,-13.93,2.15
PRJ-1755,2022-12-30,2023-04-22,113,966620.9,1031945.14,6.76,12,Medium,HR,Cost Reduction,6.21,3.38,18,2,6,90.79,30.77,1,17.09,3.47
PRJ-1756,2021-03-08,2021-11-01,238,4292069.84,2574267.41,-40.02,20,Medium,Marketing,Process Improvement,7.35,1.0,13,2,6,90.69,50.5,1,36.46,3.32
PRJ-1757,2020-05-11,2020-08-31,112,313112.72,370961.48,18.48,3,Medium,Marketing,System Upgrade,4.8,3.05,12,1,7,84.3,35.9,1,23.85,3.17
PRJ-1758,2022-01-12,2022-10-29,290,4210973.08,4354473.41,3.41,39,High,IT,New Product Launch,4.45,5.93,3,1,1,90.68,35.05,0,-12.21,1.91
PRJ-1759,2022-05-06,2023-04-23,352,1876126.15,1942962.57,3.56,19,Low,Operations,Compliance,7.29,5.75,6,2,5,92.75,77.89,0,-13.08,1.52
PRJ-1760,2021-03-12,2021-09-22,194,2305746.11,2263597.69,-1.83,12,Medium,IT,Process Improvement,4.94,7.64,6,1,3,84.53,59.46,0,-17.06,1.82
PRJ-1761,2022-05-25,2022-12-06,195,263250.8,278114.06,5.65,12,High,IT,Compliance,1.0,3.95,1,2,1,92.63,31.93,0,-13.21,2.71
PRJ-1762,2021-06-25,2021-10-24,121,4359474.17,4512272.92,3.5,5,High,HR,New Product Launch,2.01,8.11,5,5,1,85.4,46.31,0,-15.64,1.64
PRJ-1763,2020-01-12,2020-09-29,261,2602189.34,2936935.38,12.86,38,High,IT,Cost Reduction,7.63,3.86,8,1,4,83.91,64.13,0,-10.57,1.25
PRJ-1764,2020-11-17,2021-07-22,247,4507006.33,3882203.39,-13.86,41,Medium,HR,Process Improvement,3.84,4.25,6,1,3,76.39,55.16,0,-17.88,1.0
PRJ-1765,2022-05-14,2022-10-24,163,164293.63,153473.98,-6.59,40,Medium,IT,Process Improvement,6.88,6.91,16,4,4,92.84,71.75,1,27.8,2.96
PRJ-1766,2021-03-05,2021-07-15,132,4089821.59,4985825.07,21.91,37,Medium,Finance,Process Improvement,6.07,2.31,17,2,2,90.75,22.75,0,-2.24,2.04
PRJ-1767,2020-02-12,2021-01-09,332,1249869.49,1228659.02,-1.7,31,Low,HR,System Upgrade,7.36,4.92,6,3,7,84.48,63.36,0,-17.76,1.93
PRJ-1768,2020-05-05,2021-02-26,297,854271.81,877960.01,2.77,7,Medium,Finance,Process Improvement,4.58,9.06,9,2,4,78.28,67.8,0,-17.78,1.44
PRJ-1769,2022-10-13,2023-01-07,86,3951615.3,3934931.82,-0.42,15,Medium,Marketing,Compliance,1.0,6.86,14,3,2,89.82,38.27,1,9.26,4.27
PRJ-1770,2020-11-07,2021-02-08,93,2780076.73,2495404.3,-10.24,49,High,Finance,System Upgrade,8.28,6.95,13,1,7,88.8,62.3,0,-14.72,2.0
PRJ-1771,2020-09-06,2021-01-20,136,2690862.93,3228784.93,19.99,8,High,HR,Process Improvement,5.13,5.2,9,4,4,83.48,43.59,1,32.0,2.72
PRJ-1772,2022-07-09,2023-02-05,211,2169469.65,1788092.83,-17.58,24,Medium,Operations,Compliance,9.79,5.1,6,2,6,82.82,56.32,0,-16.17,1.12
PRJ-1773,2021-01-15,2021-06-29,165,2882081.85,3007577.09,4.35,21,Medium,Finance,Cost Reduction,7.24,6.47,20,4,6,86.92,79.54,0,-11.81,1.0
PRJ-1774,2020-04-26,2021-02-28,308,429184.4,448425.75,4.48,38,Medium,Finance,Cost Reduction,4.62,3.37,9,2,1,84.4,38.21,0,-12.36,1.37
PRJ-1775,2022-09-26,2023-07-01,278,4007823.57,4340965.98,8.31,26,Medium,Finance,Cost Reduction,5.47,3.75,20,4,1,102.18,50.01,1,29.45,3.26
PRJ-1776,2022-09-10,2022-10-21,41,2574986.75,2709522.45,5.22,25,High,HR,Cost Reduction,4.8,5.34,5,2,8,84.4,43.61,0,-17.67,1.96
PRJ-1777,2021-02-26,2021-04-15,48,4183225.36,4540879.76,8.55,24,High,Marketing,System Upgrade,5.97,6.59,4,2,9,89.59,62.71,1,29.48,2.98
PRJ-1778,2020-06-28,2020-12-01,156,3353623.19,3399630.85,1.37,31,Low,Marketing,Cost Reduction,6.9,3.38,4,5,9,89.13,48.99,0,-14.09,2.5
PRJ-1779,2021-05-02,2021-10-12,163,1969526.63,1930688.46,-1.97,15,Low,HR,Cost Reduction,7.47,4.1,16,0,3,74.33,52.03,0,-2.64,1.24
